id,name,tax_no,start_date,end_date,created_by,updated_by
683,Smilacaceae,pecrfknouv,06/09/2021,19/10/2021,832,122
684,Euphorbiaceae,chvonkwpbdmaxrq,11/12/2021,18/07/2021,998,290
685,Rosaceae,dwxapoykeg,19/02/2022,26/12/2021,553,237
686,Asteraceae,iqoxnkumdy,27/04/2022,02/11/2021,525,396
687,Caprifoliaceae,vihdbgtusjc,05/08/2021,27/08/2021,804,724
688,Crassulaceae,ikntgdqzshevrxylbu,21/05/2022,01/06/2022,36,327
689,Rhizocarpaceae,tbysgrhlifopmznc,18/03/2022,05/10/2021,653,967
690,Polypodiaceae,czrvthesdnyuimfpwob,07/03/2022,22/06/2021,651,186
691,Lauraceae,axpkbvelmyzcnrg,16/03/2022,03/12/2021,475,361
692,Rhamnaceae,creuvlymnbfodzkpjxw,11/09/2021,04/06/2022,468,743
693,Agavaceae,vfojgxbkzdpcaytqn,25/02/2022,02/11/2021,752,764
694,Cyperaceae,vhlgyocneuw,12/04/2022,04/10/2021,68,542
695,Campanulaceae,xlchkbjnpmszveqiwfd,19/08/2021,06/10/2021,573,31
696,Solanaceae,grodcjhibxtvf,31/01/2022,07/06/2022,241,912
697,Fagaceae,oacksmyhunlgt,11/05/2022,08/09/2021,461,172
698,Fabaceae,ficbosgwnvu,18/06/2021,14/04/2022,869,27
699,Teloschistaceae,rsuhltvmapkxeno,17/11/2021,10/12/2021,311,262
700,Meliaceae,vonstzuieyfgrwa,28/08/2021,14/01/2022,104,720
701,Dicranaceae,xfsbiujgytvch,26/09/2021,28/09/2021,950,959
702,Collemataceae,imjhaywxpbqursvf,24/11/2021,06/01/2022,457,881
703,Chenopodiaceae,kzrqownsuyjxcpagtdfe,04/05/2022,24/09/2021,73,659
704,Lamiaceae,vynoxblcamqkfr,29/04/2022,25/09/2021,196,647
705,Caryophyllaceae,tdwcalepvx,20/09/2021,04/04/2022,127,340
706,Rubiaceae,riqedbkvtjgycxwf,19/01/2022,04/09/2021,769,47
707,Caricaceae,pygrjnmhdix,16/10/2021,14/06/2021,658,344
708,Myrtaceae,blfzvjwaostrqnkucyeg,24/01/2022,17/05/2022,447,986
709,Saxifragaceae,jziehnyoqmbku,17/03/2022,03/06/2022,555,548
710,Fissidentaceae,kzimfvorlxyqagbwphse,18/07/2021,21/07/2021,414,180
711,Asteraceae,gvuxnmtqwhsbf,12/01/2022,25/03/2022,963,613
712,Sarraceniaceae,exjotskpqmnz,30/03/2022,04/01/2022,30,849
713,Euphorbiaceae,ralcydpfukgtxwvm,26/07/2021,03/07/2021,355,423
714,Poaceae,zabvqdfwoyrjneptu,30/07/2021,23/05/2022,910,318
715,Rosaceae,vzglnkhicaosrwdfx,03/07/2021,21/04/2022,52,447
716,Rutaceae,hltkpymwidsuqnbczv,17/01/2022,16/01/2022,772,371
717,Asteraceae,kteymvgwrhn,22/12/2021,20/06/2021,581,6
718,Coniocybaceae,tqaiybvpfuenrjxdh,12/05/2022,19/11/2021,849,246
719,Pottiaceae,psyjzhkwbaqifxel,14/01/2022,14/08/2021,882,463
720,Fabaceae,yhdqzorksuaenp,02/04/2022,14/12/2021,874,311
721,Callitrichaceae,hoqmxieyfkpuzrgbv,04/12/2021,09/03/2022,964,102
722,Lecythidaceae,gqymbzcljaodt,04/04/2022,01/09/2021,643,86
723,Paeoniaceae,njskyugxwidzrqhe,01/09/2021,25/12/2021,71,635
724,Boraginaceae,ozpdnvsgwu,29/10/2021,28/12/2021,191,604
725,Piperaceae,hmtibnyrzofgsjkadq,23/04/2022,21/06/2021,291,856
726,Asteraceae,nhfqwgodkbtl,19/03/2022,20/06/2021,237,983
727,Poaceae,dekmrvlabxuiwjsyfgzp,21/10/2021,14/08/2021,564,600
728,Juncaceae,baqeuplmrzdsigf,30/11/2021,20/07/2021,748,210
729,Rubiaceae,vgaufexwljoqdkmps,27/11/2021,05/08/2021,69,83
730,Lamiaceae,ksvnzeytcm,01/03/2022,28/01/2022,721,966
731,Cornaceae,tzflqucjsibvhanypok,28/03/2022,26/12/2021,973,595
732,Asteraceae,gdaizrqloskejhmcpwuf,05/05/2022,01/09/2021,268,696
733,Onagraceae,qtakhjniombcsuwzxd,28/09/2021,28/04/2022,396,442
734,Asteraceae,sjhbuavyqwiz,21/04/2022,26/10/2021,884,393
735,Bombacaceae,roicufqjmtbanvhlpges,16/05/2022,30/09/2021,739,552
736,Viscaceae,obvahtkrqypfjegm,05/09/2021,10/12/2021,430,352
737,Salicaceae,acdquwfixrjhpzne,04/06/2022,02/03/2022,641,715
738,Myrtaceae,rloajhwqeikupsvm,09/01/2022,09/07/2021,777,536
739,Asteraceae,awdlsygckhfzxejpvm,21/02/2022,27/06/2021,507,299
740,Cyperaceae,kgsplzohquwandf,26/05/2022,06/07/2021,187,280
741,Valerianaceae,hernjtmkdpg,10/04/2022,27/03/2022,847,929
742,Selaginellaceae,tepijskqyovfgx,13/08/2021,14/03/2022,919,312
743,Asteraceae,rywantupokqhsc,03/03/2022,13/12/2021,142,731
744,Gunneraceae,kroqdaegsitjfb,26/01/2022,27/04/2022,363,841
745,Apiaceae,hawzrygqviofcnltxpkb,10/12/2021,04/09/2021,697,263
746,Fabaceae,zkepmstiwd,21/05/2022,22/08/2021,650,417
747,Poaceae,qrlubketwcs,30/08/2021,19/02/2022,255,218
748,Orthotrichaceae,fnlehxbjgrdmsiuk,22/03/2022,28/02/2022,689,649
749,Rosaceae,clxfbipvqrzdjeys,30/11/2021,07/04/2022,979,778
750,Polygonaceae,lpjwnfbdgrhmx,19/01/2022,26/01/2022,234,777
751,Orchidaceae,nfqydzpigtsa,13/01/2022,23/06/2021,72,865
752,Fabaceae,jdubcifnxkqt,06/03/2022,20/07/2021,287,886
753,Melastomataceae,miktovzqudylsc,30/08/2021,28/09/2021,453,116
754,Racopilaceae,hcjqrztwyuigxedps,10/06/2022,26/09/2021,939,657
755,Poaceae,jdgvlkuhtqca,18/05/2022,21/05/2022,277,330
756,Polygonaceae,mvdfwzirhyaoxbslpqjk,21/10/2021,07/11/2021,852,780
757,Aspleniaceae,jshkzacfgyudrvqlw,12/03/2022,18/07/2021,584,905
758,Dennstaedtiaceae,quflcdhzoiw,16/07/2021,18/10/2021,32,490
759,Lobariaceae,picxherztgkn,11/10/2021,23/07/2021,873,591
760,Gesneriaceae,yfucgbqxslhmrkve,05/06/2022,14/04/2022,836,282
761,Poaceae,kjeshbyfpmrnxiuzcgaw,26/03/2022,13/04/2022,855,411
762,Juncaceae,kunwdfgzxpalehsicvqo,15/07/2021,28/09/2021,66,795
763,Asteraceae,intahbmelxvgkspqr,18/02/2022,19/07/2021,629,769
764,Splachnaceae,fdipltyrnxmk,19/11/2021,01/03/2022,776,98
765,Oxalidaceae,uwqxboagjmlsh,06/08/2021,09/02/2022,178,514
766,Fabaceae,cdifksnqrzgjuvm,06/01/2022,05/11/2021,971,32
767,Dennstaedtiaceae,xhsnelwozimkpjcgbv,13/11/2021,13/11/2021,400,177
768,Polemoniaceae,uyldishjwrenp,26/02/2022,22/08/2021,197,322
769,Asteraceae,tybchrpqjdovefnxaswk,19/09/2021,22/12/2021,596,183
770,Myrtaceae,rbexlujghk,25/07/2021,12/02/2022,208,566
771,Oleaceae,plsxkdivymrgftze,26/12/2021,25/02/2022,969,783
772,Fabaceae,jnmcxlvskhauyfb,18/06/2021,22/11/2021,351,954
773,Oleaceae,vilarwdjmybfpozkqnx,06/04/2022,20/02/2022,488,419
774,Pyrenulaceae,acrpqmtksbunhzfivl,11/09/2021,14/05/2022,796,884
775,Poaceae,pkrcanmfjyuzxv,27/08/2021,11/05/2022,755,2
776,Proteaceae,pwodbuezrcij,31/01/2022,08/08/2021,544,640
777,Saxifragaceae,hntiupzgsvfedywjqmlx,22/05/2022,05/01/2022,476,839
778,Acanthaceae,cthspeufljxdibwqor,20/05/2022,02/11/2021,935,546
779,Cyperaceae,xafrgihnvlbpyew,16/05/2022,04/12/2021,7,64
780,Fabaceae,hovqlbzmywpfckutjeg,09/06/2022,17/03/2022,184,622
781,Cyperaceae,dawefbmoghc,11/03/2022,30/07/2021,513,971
782,Myrtaceae,njboyevgqwsfmtuih,01/03/2022,21/10/2021,388,820
783,Brassicaceae,qgmawpibxhkeld,07/03/2022,22/05/2022,472,92
784,Nyctaginaceae,mrlftqskvedap,22/06/2021,01/01/2022,91,842
785,Acanthaceae,hldntqkvzcuasbrgpom,20/09/2021,13/05/2022,239,164
786,Ranunculaceae,ivlgrcobdwyntafq,30/12/2021,30/03/2022,135,313
787,Asteraceae,cuxmprkbyhteqngf,15/07/2021,10/08/2021,385,390
788,Fabaceae,nacfguzkemvyjbwdhx,08/07/2021,02/09/2021,171,277
789,Asteraceae,kvcjqwghsurbtfazpid,30/11/2021,08/10/2021,854,784
790,Malvaceae,cqnexfubtgo,07/01/2022,20/10/2021,285,933
791,Scrophulariaceae,tkoqehwnsiyvcbrag,21/06/2021,03/10/2021,649,401
792,Basellaceae,dicsyvohbl,28/04/2022,06/01/2022,254,247
793,Rubiaceae,mzagboislvpxfdhyqt,20/08/2021,09/03/2022,252,151
794,Asteraceae,pkxuczdliw,04/07/2021,11/02/2022,851,256
795,Polygonaceae,qvfcxjwtzkodmugsp,03/09/2021,13/05/2022,216,192
796,Rubiaceae,tgfxuzsnhwreoivj,02/01/2022,12/06/2021,844,67
797,Malpighiaceae,plbtmuxhziqfrck,01/09/2021,02/10/2021,12,399
798,Parmeliaceae,jekbxghyodzrw,26/04/2022,24/09/2021,302,889
799,Asteraceae,gktezxdwbofac,10/05/2022,27/10/2021,735,991
800,Chenopodiaceae,hjyrvwbzxna,01/12/2021,24/11/2021,83,386
801,Orchidaceae,npctmviruglofj,06/09/2021,15/04/2022,582,56
802,Graphidaceae,ruelqpvbtfzynidx,12/01/2022,23/10/2021,731,918
803,Crassulaceae,fzvqpagkjiuobyc,17/07/2021,03/03/2022,421,115
804,Bacidiaceae,zwtrxpjkgfhydq,22/07/2021,13/02/2022,702,685
805,Oleaceae,baqtxzwsviny,14/02/2022,05/10/2021,36,684
806,Asteraceae,hevrjdltfpyw,13/12/2021,09/07/2021,355,716
807,Thymelaeaceae,ykacwgbzlxfn,28/04/2022,13/06/2021,941,251
808,Brigantiaceae,zkwyxnhsumgqpbotv,30/12/2021,03/08/2021,752,812
809,Linaceae,qlxfekwmpduhctzos,21/07/2021,07/02/2022,410,839
810,Poaceae,rqawfuihdelx,12/07/2021,02/06/2022,908,137
811,Parmeliaceae,qswldgrxfbvejuntpmic,09/08/2021,19/12/2021,362,329
812,Asteraceae,wzyxcsfpkgbtjqad,04/10/2021,29/12/2021,27,857
813,Rosaceae,fqnhoulegdcap,01/12/2021,10/06/2022,21,309
814,Fabaceae,cwvhqukpnxfrbtly,17/02/2022,14/08/2021,733,471
815,Ericaceae,nwtybqxzrmfsckvplida,30/03/2022,07/01/2022,523,274
816,Arecaceae,higonyrlpsub,11/04/2022,14/09/2021,155,919
817,Orchidaceae,zwkjasmclr,16/11/2021,28/10/2021,198,518
818,Fuscideaceae,bguhpqknfwte,10/03/2022,09/07/2021,666,428
819,Teloschistaceae,ylihcjepmtvoxnr,30/09/2021,12/02/2022,985,792
820,Poaceae,afieothknvlpbduszgq,09/10/2021,21/10/2021,698,214
821,Boraginaceae,hfwonbkepxcdlaqmuzr,12/07/2021,24/04/2022,631,668
822,Ephedraceae,gijamykvwsxfzedqr,20/09/2021,16/11/2021,13,313
823,Verbenaceae,ivokunwtqmpze,15/12/2021,28/09/2021,584,299
824,Asteraceae,pmlcnautjfewvikd,02/09/2021,30/08/2021,297,226
825,Boraginaceae,wacexlnzsrbujkpdy,13/12/2021,09/07/2021,180,297
826,Scrophulariaceae,lgimchefjrxqtwkpzn,29/04/2022,02/06/2022,230,389
827,Asteraceae,hsdjzawlqbi,19/11/2021,20/05/2022,109,249
828,Parmeliaceae,pcraxesthuoiwqy,13/08/2021,01/03/2022,391,235
829,Caryophyllaceae,ajqfkmulybnoreits,14/07/2021,12/11/2021,317,349
830,Asteraceae,hysfjkinpcx,04/06/2022,03/09/2021,558,224
831,Graphidaceae,vgrynihukdzc,28/12/2021,27/10/2021,793,127
832,Rosaceae,pgtxneaijfh,12/02/2022,23/10/2021,629,806
833,Asteraceae,iwdbcelsagnxrqht,26/11/2021,03/07/2021,88,815
834,Chenopodiaceae,counvfjzgwrseiapk,03/04/2022,09/12/2021,270,842
835,Acanthaceae,loxqwvckaiusjntbyh,23/03/2022,10/02/2022,604,805
836,Asteraceae,mvdugyacnribf,02/04/2022,04/11/2021,319,508
837,Lecanoraceae,genhrukspbjvdwoqfm,18/07/2021,11/12/2021,992,432
838,Fabaceae,ycvuilfjbom,10/03/2022,04/03/2022,441,472
839,Rhizocarpaceae,cquyezvlfnixkoabjwht,28/11/2021,06/12/2021,134,915
840,Onagraceae,qygipalncredt,16/11/2021,15/01/2022,149,308
841,Saxifragaceae,hnuqoekgflyjwzsmprca,31/10/2021,25/04/2022,420,208
842,Rosaceae,zqbawfmcpjvlghy,18/03/2022,22/01/2022,518,270
843,Burseraceae,rmutgohxbkelsqcpnvw,21/11/2021,02/01/2022,836,112
844,Brassicaceae,mwsalnozuibrhkxg,08/11/2021,27/05/2022,253,163
845,Euphorbiaceae,zmsrhxnydb,27/12/2021,30/03/2022,498,271
846,Orchidaceae,ohpnxgazmyijfkrqsbw,02/01/2022,01/06/2022,589,343
847,Bryaceae,hbxgkyewqclmiop,18/04/2022,23/12/2021,959,328
848,Rosaceae,jgcahpuirzn,25/04/2022,01/04/2022,260,511
849,Eriocaulaceae,knhefzvmrcydtq,29/04/2022,31/05/2022,458,261
850,Fabaceae,kbjxpihlnyrdsmazo,16/10/2021,13/11/2021,981,950
851,Boraginaceae,urwzpvehldcobkgxmt,11/03/2022,29/03/2022,222,884
852,Scrophulariaceae,chqklipxezd,29/04/2022,04/09/2021,652,513
853,Poaceae,zxlfsmjbdnpehavrtyu,30/05/2022,24/03/2022,188,98
854,Campanulaceae,jeatnpbfzvcsdo,09/10/2021,10/10/2021,55,37
855,Verrucariaceae,udthgpvbqcmkawefl,05/12/2021,23/05/2022,595,370
856,Poaceae,serujizkvcbpnlofdgh,12/08/2021,11/09/2021,57,52
857,Orchidaceae,xplktefgjrh,23/06/2021,09/02/2022,667,172
858,Asteraceae,jivweftmpsngykc,30/05/2022,29/01/2022,606,441
859,Trapeliaceae,sndxtuvlyrhgbmija,16/11/2021,12/03/2022,596,94
860,Asteraceae,hwrumxajlknzpgq,07/11/2021,01/04/2022,64,124
861,Malvaceae,iuonbgxeads,21/02/2022,29/06/2021,197,882
862,Euphorbiaceae,qvdwcuybreohzaf,30/12/2021,08/05/2022,788,352
863,Ephedraceae,ytdljunvsgaozbhq,30/01/2022,19/01/2022,996,325
864,Dryopteridaceae,sovhgkepdyrqaxzwf,09/06/2022,11/04/2022,361,620
865,Asteraceae,sgcpjteozrmq,26/10/2021,04/10/2021,758,427
866,Cucurbitaceae,gflxajndkoet,04/11/2021,15/05/2022,571,455
867,Linaceae,jqcfprugnyxwom,18/07/2021,25/03/2022,579,179
868,Rutaceae,xhvymugaiwpltoskznqf,14/02/2022,31/01/2022,892,955
869,Poaceae,wcgfzmjnqakbhsp,07/10/2021,19/09/2021,190,802
870,Asteraceae,jlqgcmfdxihyrskb,04/03/2022,07/09/2021,118,145
871,Scrophulariaceae,qncvfgjtuhlr,26/08/2021,17/04/2022,958,999
872,Rosaceae,qfxuslrpnmvgtzyjd,08/11/2021,14/10/2021,330,902
873,Loasaceae,qoxnihjgpbtdmzwlrec,11/05/2022,31/07/2021,455,607
874,Poaceae,ebkdioarwvm,12/10/2021,06/12/2021,511,491
875,Fabaceae,uhqsbatepjyfxngk,04/02/2022,20/10/2021,497,509
876,Fabaceae,atosyflixhzdmkpbcrjw,18/05/2022,17/11/2021,954,990
877,Fabaceae,jgezyqmvwdbnfrx,19/02/2022,07/02/2022,251,626
878,Poaceae,qvgfnmjbwyo,06/05/2022,29/03/2022,632,184
879,Polemoniaceae,ynqgpcizemfbwhtkav,11/02/2022,31/01/2022,422,421
880,Scrophulariaceae,kbaspdglhzrovuqji,23/02/2022,05/01/2022,503,678
881,Poaceae,egkcsjiyaxtnqrhfbuo,19/11/2021,19/04/2022,315,909
882,Chenopodiaceae,nysjgtliwz,05/03/2022,22/09/2021,931,113
883,Euphorbiaceae,luyjznqmiobvsgc,09/10/2021,24/06/2021,249,301
884,Anacardiaceae,mkwuacipvfzej,03/10/2021,10/11/2021,587,911
885,Cyperaceae,widgxqlsehjkpazfcbvu,19/09/2021,04/08/2021,634,702
886,Asteraceae,znblwxarum,19/05/2022,05/09/2021,252,129
887,Liliaceae,qxfekdthrizpcn,18/01/2022,21/09/2021,933,259
888,Marantaceae,atpkhbqedzvj,17/02/2022,11/01/2022,343,969
889,Parmeliaceae,netdcjlzpah,13/02/2022,31/12/2021,100,837
890,Vitaceae,cktqsduxbma,01/09/2021,30/05/2022,9,62
891,Fabaceae,qwrkfhdxaslv,15/10/2021,12/02/2022,23,549
892,Podocarpaceae,qbjkwmoheusvz,14/07/2021,11/10/2021,215,995
893,Euphorbiaceae,febidxrhoczpsul,30/10/2021,07/06/2022,821,250
894,Ranunculaceae,lujykisnqrvzmwhxbfc,19/01/2022,10/04/2022,549,130
895,Dryopteridaceae,rknymzusac,30/07/2021,01/06/2022,559,701
896,Ranunculaceae,qyfbhocznxkpgvjmeu,30/04/2022,07/06/2022,419,551
897,Polemoniaceae,sfukoeqmtcavbpnljyw,20/07/2021,03/08/2021,601,542
898,Amaranthaceae,znbepoqfkwd,11/09/2021,22/02/2022,309,943
899,Malvaceae,gvdnzhcrlxt,09/06/2022,25/09/2021,194,282
900,Malpighiaceae,jyedbhncxka,06/02/2022,21/12/2021,923,939
901,Loasaceae,qforpdcaswjivytmh,19/07/2021,17/03/2022,550,82
902,Primulaceae,lyfhtmjdaiqbwks,03/10/2021,16/11/2021,443,964
903,Pinaceae,qhbjplkygtxdseucovzw,05/01/2022,28/02/2022,460,146
904,Euphorbiaceae,fbetupxomhni,10/06/2022,10/09/2021,723,242
905,Fabaceae,snyeoqprvcaiftj,22/10/2021,27/08/2021,387,110
906,Chenopodiaceae,dlxwrqitzofhyaue,22/09/2021,24/10/2021,689,996
907,Fagaceae,flcwtskezjqoaugpbimh,10/08/2021,24/10/2021,827,810
908,Pottiaceae,rflozuacwihnkm,30/10/2021,12/12/2021,32,654
909,Asteraceae,blhrsdqfxmtaoukgnvze,06/03/2022,17/02/2022,371,254
910,Boraginaceae,jbmerxgqvksi,19/06/2021,14/07/2021,609,877
911,Asteraceae,kfnwibtseyr,28/05/2022,17/07/2021,70,622
912,Liliaceae,xabmofhsjvqtgznu,01/05/2022,14/10/2021,86,457
913,Scrophulariaceae,wkfbdtuihoexvasznp,29/01/2022,26/09/2021,945,525
914,Brachytheciaceae,kvqrgzbpsdihetlxa,05/02/2022,31/01/2022,12,492
915,Rutaceae,vqkzhscynduwaxmo,24/07/2021,04/01/2022,905,264
916,Coccotremataceae,gvwthnkoei,08/02/2022,14/10/2021,89,594
917,Liliaceae,nheirqbtudcmxsgazfyo,09/12/2021,18/12/2021,424,534
918,Pterobryaceae,uicrtnavspqodmfzxgjl,26/02/2022,13/01/2022,470,874
919,Pottiaceae,urxiczamtjo,01/09/2021,21/12/2021,942,982
920,Salicaceae,lajophwfyknsdq,15/04/2022,09/03/2022,248,433
921,Coniocybaceae,bdmkzihelota,18/07/2021,19/09/2021,525,604
922,Asteraceae,omhfkwirzpys,30/01/2022,30/03/2022,258,831
923,Teloschistaceae,pkdyhnaqzmvbcsx,29/10/2021,15/04/2022,646,324
924,Asteraceae,qybhcjngipwuzlaexrm,12/11/2021,15/09/2021,306,667
925,Oxalidaceae,vpqmsthdjg,09/11/2021,23/11/2021,901,198
926,Cyperaceae,oxsltkzqanfuw,23/07/2021,29/09/2021,505,773
927,Campanulaceae,sqvljertzi,12/02/2022,24/05/2022,445,515
928,Cyperaceae,qclfdaxrjmtnpzshyuo,18/06/2021,07/05/2022,487,527
929,Poaceae,ketxohnlwsr,09/03/2022,09/04/2022,976,372
930,Primulaceae,uoslthiaewx,17/02/2022,22/06/2021,46,644
931,Orthotrichaceae,qejoxdvhsybunwrkfz,18/10/2021,29/01/2022,975,557
932,Fabaceae,fdixytojleznruakcg,07/04/2022,01/11/2021,817,333
933,Campanulaceae,mjatkwsxobfvyqd,26/07/2021,06/10/2021,837,539
934,Funariaceae,uxkvtfropcdsybejizwq,28/09/2021,02/04/2022,499,23
935,Myrsinaceae,wvngpjeutxriqa,13/11/2021,19/07/2021,561,147
936,Fabaceae,xtkrsahzinodcljqwve,19/02/2022,14/10/2021,158,567
937,Turneraceae,djhvsuoczyqfximgrt,31/05/2022,29/03/2022,625,784
938,Fabaceae,xpagumjyftdezqwkvc,19/05/2022,27/07/2021,944,782
939,Lamiaceae,pgacszlyhirmwxde,14/06/2021,18/04/2022,890,673
940,Apiaceae,lfdeobvqjmuinaptxzgy,03/02/2022,19/08/2021,281,663
941,Hypnaceae,newsjvgaxilyrfoqbkmc,15/09/2021,25/05/2022,124,240
942,Asteraceae,orexfhvjnslqa,14/02/2022,13/10/2021,85,752
943,Rosaceae,ijryogdafhews,04/01/2022,06/08/2021,911,958
944,Menispermaceae,wjvqfupkcdesaty,06/03/2022,30/08/2021,159,206
945,Polemoniaceae,kzgnuhlypowreb,20/11/2021,02/08/2021,257,120
946,Arthoniaceae,rljmhesyaz,28/11/2021,03/10/2021,150,410
947,Lamiaceae,rjvkhemnplw,26/03/2022,29/11/2021,202,848
948,Marantaceae,dhutxcnvzypa,02/10/2021,21/06/2021,774,362
949,Asteraceae,wmpztxivycearfdubhsl,04/06/2022,25/08/2021,367,901
950,Asteraceae,bmdhpjfxgkv,06/09/2021,19/06/2021,480,234
951,Poaceae,zqdtksvegwpcnlyoxhi,25/11/2021,23/12/2021,936,128
952,Empetraceae,obginhlwzrtacdvq,04/08/2021,02/10/2021,273,657
953,Acarosporaceae,asnzlmrqxvdjie,10/08/2021,06/01/2022,904,244
954,Campanulaceae,ucqfajxhbydzgs,15/08/2021,23/12/2021,397,578
955,Rubiaceae,onqcshrzatdmp,28/07/2021,01/09/2021,953,633
956,Fabaceae,wfoycnkgerhqzdu,05/07/2021,16/01/2022,218,861
957,Salicaceae,gykcxrdtmezfwspi,26/09/2021,13/11/2021,492,306
958,Bryaceae,tbfpdnlzwmjecuvkg,19/01/2022,16/10/2021,538,980
959,Violaceae,yxpevdncqlkaoibs,06/03/2022,20/12/2021,564,746
960,Fabaceae,lvsawhqgfknybpt,01/12/2021,19/03/2022,288,278
961,Poaceae,pujskzodxebqanwic,21/01/2022,20/01/2022,756,5
962,Pyrenulaceae,tbdurznfpxijmvke,05/08/2021,08/09/2021,956,197
963,Myrtaceae,vqmbozikdcyswl,02/01/2022,11/06/2022,544,947
964,Sphagnaceae,uxqhojtcgvbidk,19/07/2021,25/10/2021,224,239
965,Ericaceae,thubdeamyvc,04/12/2021,05/08/2021,395,636
966,Baeomycetaceae,mnaxuvklzgptdchwyis,17/06/2021,18/06/2021,209,801
967,Hippocastanaceae,egztwlpuihfjcmxry,31/12/2021,24/05/2022,682,647
968,Acarosporaceae,peyiqzubtgvdacrn,10/09/2021,26/10/2021,924,369
969,Pteridaceae,cnkiqytzdesu,27/08/2021,30/06/2021,697,439
970,Liliaceae,rdgpzatnkcsiojxmyw,02/05/2022,27/11/2021,844,544
971,Cyperaceae,afmqjygutspobrvdzl,22/06/2021,16/08/2021,973,928
972,Scrophulariaceae,vfetlnagjwc,16/05/2022,19/06/2021,681,819
973,Asteraceae,ohdzgbijwxtavru,10/07/2021,09/02/2022,515,719
974,Nyctaginaceae,eodsabyxmhkvizcf,11/07/2021,14/05/2022,617,659
975,Betulaceae,fedhprlzqtgyiovwamc,15/12/2021,19/08/2021,916,729
976,Sapotaceae,yvoiemjktsxralzqubc,19/09/2021,06/08/2021,106,302
977,Liliaceae,beytidjnofkrlqhxawmv,04/06/2022,30/10/2021,84,799
978,Apiaceae,zlnvakpodjctwbuxhrm,05/07/2021,10/02/2022,482,200
979,Fabaceae,cvygjwmfshedknqla,18/10/2021,17/06/2021,356,109
980,Cactaceae,gbndcpzajemvkftxyu,09/09/2021,14/03/2022,886,672
981,Clusiaceae,xydcltuabswie,09/01/2022,01/12/2021,236,3
982,Bartramiaceae,ikhdpnucvwratmoxq,23/08/2021,03/10/2021,991,116
983,Physciaceae,ycdjiprgfuabh,20/10/2021,03/11/2021,520,586
984,Brassicaceae,ivhobwmajrsfzuygek,01/05/2022,22/10/2021,336,920
985,Pteridaceae,odxhcfrjpu,29/10/2021,20/12/2021,486,385
986,Polygonaceae,qtvkhmdaulwypnzobx,04/03/2022,17/03/2022,759,414
987,Poaceae,uvfdqgzmnoak,20/03/2022,19/03/2022,765,337
988,Araceae,dtkufmpxwvojrb,25/07/2021,11/06/2022,247,934
989,Poaceae,yovtzuchbxwlapsrjg,25/03/2022,17/01/2022,693,51
990,Myricaceae,ztckfhsqxro,21/12/2021,15/02/2022,52,100
991,Ulmaceae,lyiunspvwq,03/06/2022,30/04/2022,899,591
992,Alismataceae,cnwitahsrofuvej,08/01/2022,14/04/2022,200,188
993,Onagraceae,ujbhzdrgsftcwkviqoep,04/02/2022,06/04/2022,5,687
994,Boraginaceae,aucfpmrxlwybszn,26/12/2021,10/12/2021,876,954
995,Fabaceae,ehjaqzvptwigol,06/12/2021,05/06/2022,841,286
996,Betulaceae,usvdmxfrwcbht,01/09/2021,29/01/2022,823,178
997,Apiaceae,opzshxtfum,02/08/2021,12/02/2022,583,169
998,Moraceae,ejxgowipzfhkcylsu,22/01/2022,11/06/2022,703,221
999,Onagraceae,ihadwczsfpgx,23/12/2021,09/08/2021,35,1000
1000,Grimmiaceae,asvcpbolxwziqhdj,16/02/2022,30/04/2022,712,134
